area,gisjoin1910,gisjoin2010
.00033331499,G4200030G0005,G4200030070900
.0117264,G4200030G0005,G4200030070800
.089702398,G4200030G0005,G4200030070500
.151319,G4200030G0008,G4200030070500
.0133849,G4200030G0009,G4200030111500
.146735,G4200030G0009,G4200030070800
.00200247,G4200030G0009,G4200030070500
.0024502701,G4200030E0012,G4200030060500
.000183941,G4200030E0012,G4200030060300
.00015467301,G4200030E0012,G4200030051000
.48893499,G4200030E0012,G4200030050600
.25905299,G4200030E0012,G4200030562000
.00207342,G4200030E0012,G4200030050100
.00056785601,G4200030E0012,G4200030080400
.0305706,G4200030E0012,G4200030080200
.0026641099,G4200030H0003,G4200030080900
.0020348399,G4200030H0003,G4200030080600
.18280201,G4200030H0003,G4200030080400
.0035399201,G4200030H0003,G4200030080200
.0088456497,G4200030H0003,G4200030070900
.000895245,G4200030W0006,G4200030060300
.0000792961,G4200030W0006,G4200030020300
.0155193,G4200030W0006,G4200030428100
.00349214,G4200030W0006,G4200030427000
.0250993,G4200030W0006,G4200030241200
1.30936,G4200030W0006,G4200030240600
.14881,G4200030W0006,G4200030563200
1.99685,G4200030X0003,G4200030980900
1.10641,G4200030X0003,G4200030980400
.00026009601,G4200030X0003,G4200030980600
.0018,G4200030X0003,G4200030562500
.0071985,G4200030X0003,G4200030431500
.0053295498,G4200030X0003,G4200030431100
.0189468,G4200030X0003,G4200030429700
.026296301,G4200030X0003,G4200030428200
.0106206,G4200030X0003,G4200030464400
.70471603,G4200030X0003,G4200030271500
1.26232,G4200030X0003,G4200030270800
.179934,G4200030X0003,G4200030270400
.529199,G4200030X0003,G4200030270300
1.16635,G4200030X0003,G4200030270100
1.61441,G4200030X0003,G4200030262000
1.1468101,G4200030X0003,G4200030261500
.0049704602,G4200030X0003,G4200030462100
.24504501,G4200030X0003,G4200030261400
.137206,G4200030X0003,G4200030261200
.410054,G4200030X0003,G4200030260900
.67187202,G4200030X0003,G4200030260700
1.14307,G4200030X0003,G4200030260200
.108834,G4200030X0003,G4200030250900
.24513599,G4200030X0003,G4200030241200
.00065587799,G4200030X0003,G4200030562600
.0159145,G4200030X0003,G4200030563200
6.4235002e-07,G36004700020,G3600610000500
.12126,G36004700020,G3600470004700
.0289905,G36004700020,G3600470004900
.0034837001,G36004700020,G3600470005100
.0015038,G36004700020,G3600470006300
.0071727699,G36004700020,G3600470006700
.024546601,G36004700021,G3600470004700
.109331,G36004700021,G3600470005100
.036773201,G36004700021,G3600470005300
.00083372899,G36004700021,G3600470005900
.044501599,G36004700021,G3600470006300
.0032361699,G36004700021,G3600470006500
.0071409699,G36004700021,G3600470006700
.078752197,G4200030I0004,G4200030090200
.073425397,G4200030I0004,G4200030090100
.117294,G4200030O0001,G4200030151600
.0282584,G4200030O0001,G4200030562900
.17858601,G4200030Q0007,G4200030170200
.00166613,G4200030Q0007,G4200030170600
.045589399,G4200030U0005,G4200030980600
.12993801,G4200030U0005,G4200030210700
.151775,G4200030E0011,G4200030050600
.0000435076,G4200030E0011,G4200030050100
.026802,G4200030C0001,G4200030050900
.12464,G4200030C0001,G4200030030500
.0051779202,G4200030C0001,G4200030020300
.00555926,G4200030C0001,G4200030020100
.0097085498,G4200030C0002,G4200030030500
.118494,G4200030C0002,G4200030020100
.081187502,G4200030C0003,G4200030030500
.107424,G4200030C0003,G4200030020100
.00113504,G4200030C0004,G4200030050900
.0085324403,G4200030C0004,G4200030050100
.174817,G4200030C0004,G4200030030500
.00020687999,G4200030D0002,G4200030051100
.027667301,G4200030D0002,G4200030051000
.127014,G4200030D0002,G4200030040200
.000226559,G4200030D0002,G4200030030500
.0064697699,G4200030D0006,G4200030040600
.16631,G4200030D0006,G4200030040500
7.1371301e-06,G4200030D0006,G4200030040200
.00420391,G4200030E0008,G4200030050900
.00096785399,G4200030E0008,G4200030050600
.129205,G4200030E0008,G4200030050100
.000077176497,G4200030E0009,G4200030060500
.172025,G4200030E0009,G4200030050900
.00305204,G4200030E0009,G4200030050600
.028926499,G4200030E0009,G4200030050100
.000057743699,G4200030W0001,G4200030020300
.00066164002,G4200030W0001,G4200030562700
.222267,G4200030W0001,G4200030563200
.088992,G4200030I0005,G4200030090200
.068525299,G4200030I0005,G4200030090100
.0428253,G4200030W0005,G4200030240600
.099775702,G4200030W0005,G4200030563200
.0115148,G4200030E0002,G4200030050900
.17656,G4200030E0002,G4200030050100
.0030598401,G4200030H0002,G4200030090300
.0026456199,G4200030H0002,G4200030080900
.18266501,G4200030H0002,G4200030080200
.15061601,G4200030L0002,G4200030120800
.0077533498,G4200030L0002,G4200030120400
.00060955097,G4200030L0002,G4200030111500
.10666,G4200030M0002,G4200030130200
.064138003,G4200030M0002,G4200030130100
.0044292202,G4200030M0002,G4200030120700
.0115982,G4200030Q0002,G4200030160900
.16525599,G4200030Q0002,G4200030170200
.15745001,G4200030W0002,G4200030563200
.00012992301,G4200030I0002,G4200030090200
.156556,G4200030I0002,G4200030090100
.0300205,G4200030E0003,G4200030051100
.134986,G4200030E0003,G4200030050100
.00176096,G4200030E0003,G4200030030500
.00057382998,G4200030I0003,G4200030981000
.00102986,G4200030I0003,G4200030101100
.160357,G4200030I0003,G4200030090100
.133349,G4200030M0003,G4200030130200
.048163202,G4200030M0003,G4200030130100
.00281199,G4200030M0003,G4200030120700
.0076840799,G4200030Q0003,G4200030160900
.113819,G4200030Q0003,G4200030170200
.0153416,G4200030Q0003,G4200030170600
.0059193,G4200030W0003,G4200030262000
.00104719,G4200030W0003,G4200030220600
.129251,G4200030W0003,G4200030563200
.126771,G4200030AA0003,G4200030980900
.031851701,G4200030AA0003,G4200030271500
.12651099,G4200030L0003,G4200030120400
.161805,G4200030F0008,G4200030060300
.00146872,G4200030F0008,G4200030090300
.000074063297,G4200030F0008,G4200030090200
.150784,G4200030F0004,G4200030060500
.127047,G4200030K0005,G4200030111500
.025285101,G4200030K0005,G4200030111400
.00099129102,G4200030K0005,G4200030080700
.0077390298,G4200030K0007,G4200030120800
.230266,G4200030K0007,G4200030111500
.0120269,G4200030K0007,G4200030111300
1.6917,G4200030I0009,G4200030980100
1.37216,G4200030I0009,G4200030981000
.0096378503,G4200030I0009,G4200030425000
.0696612,G4200030I0009,G4200030424000
.0058940002,G4200030I0009,G4200030423000
.0090924604,G4200030I0009,G4200030421100
.023305601,G4200030I0009,G4200030120800
.24189,G4200030I0009,G4200030120400
.91001302,G4200030I0009,G4200030120300
.0255528,G4200030I0009,G4200030111300
.45900801,G4200030I0009,G4200030110600
.18006501,G4200030I0009,G4200030110200
1.1292,G4200030I0009,G4200030101800
.103619,G4200030I0009,G4200030101700
.46168301,G4200030I0009,G4200030101600
1.11359,G4200030I0009,G4200030101400
.41933599,G4200030I0009,G4200030101100
.71984601,G4200030I0009,G4200030100500
.00039962199,G4200030I0009,G4200030090300
.084759898,G4200030I0009,G4200030090200
.0023568701,G4200030I0009,G4200030090100
3.5468000e-07,G4200030I0009,G4200030080900
.0198991,G4200030I0009,G4200030980000
1.20851,G4200030I0009,G4200030561900
1.91421,G4200030I0009,G4200030981800
.119856,G4200030K0006,G4200030120800
.157719,G4200030K0006,G4200030111500
.141331,G4200030M0007,G4200030130300
.024027299,G4200030M0007,G4200030130200
.0101766,G4200030M0007,G4200030130100
.00337735,G4200030M0007,G4200030120700
.15939,G4200030M0006,G4200030130300
.00145754,G4200030M0006,G4200030120700
.0061502,G4200030M0005,G4200030130400
.194548,G4200030M0005,G4200030130300
.0035624099,G4200030M0005,G4200030120700
.00607483,G4200030E0010,G4200030060500
.15441699,G4200030E0010,G4200030050600
.174064,G4200030F0002,G4200030020300
.00088061299,G4200030G0002,G4200030070600
.202216,G4200030G0002,G4200030070300
.00092144398,G3900350Z0008,G3900350111401
.0142765,G3900350Z0008,G3900350116700
.00054242101,G3900350Z0008,G3900350116100
.000484474,G3900350Z0008,G3900350116200
.0101383,G3900350Z0008,G3900350117101
.0199362,G3900350Z0008,G3900350117102
.000161901,G3900350Z0008,G3900350111202
2.5365,G3900350Z0008,G3900350192800
4.3071500e-06,G36004700019,G3600610000500
.0159535,G36004700019,G3600470004500
.176061,G36004700019,G3600470004700
.065260403,G36004700019,G3600470004900
.00053906301,G36004700019,G3600470006700
.0070262798,G36004700025,G3600470004300
.147488,G36004700025,G3600470004500
.00338887,G36004700025,G3600470006700
.0093361801,G36004700025,G3600470006900
.38734299,G36004700045,G3600470011900
.016063901,G36004700045,G3600470011700
.148055,G36004700045,G3600470012100
.000017738799,G36004700045,G3600470013300
.0134142,G36004700045,G3600470013500
.0130466,G36004700045,G3600470013700
.0064686998,G36004700045,G3600470013900
.034008302,G36004700029,G3600470005300
.0220617,G36004700029,G3600470005900
.0853085,G36004700029,G3600470006500
.016232699,G36004700029,G3600470007700
.036442999,G36004700029,G3600470008500
.0042865099,G36004700067,G3600470000200
.00178288,G36004700067,G3600470002000
.0019861099,G36004700067,G3600470007800
.13416301,G36004700067,G3600470008000
.00673634,G36004700067,G3600470009600
.000061715698,G36004700067,G3600470009800
.0117682,G36004700065,G3600470000200
.00126861,G36004700065,G3600470008000
.13474099,G36004700065,G3600470008200
.130631,G36004700065,G3600470008400
.0054192399,G36004700065,G3600470008600
.0106242,G36004700065,G3600470008800
.000103915,G36004700065,G3600470009600
.108076,G36004700066,G3600470008600
.176745,G36004700066,G3600470008800
.144445,G36004700066,G3600470009000
.113217,G36004700066,G3600470009200
.0034517499,G36004700066,G3600470009400
.00085747702,G36004700066,G3600470009600
.00777453,G36004700066,G3600470011000
.0044907001,G36004700066,G3600470011200
.0028510599,G36004700066,G3600470017500
.0000474027,G36004700068,G3600470008600
.147576,G36004700068,G3600470009400
.143052,G36004700068,G3600470009600
.0021146201,G36004700068,G3600470009800
.0030670599,G36004700068,G3600470010800
.0028351101,G36004700068,G3600470011200
.0031302201,G36004700068,G3600470011400
.00631944,G36004700069,G3600470002000
.0047399402,G36004700069,G3600470007600
.13612799,G36004700069,G3600470007800
.0060322401,G36004700069,G3600470009800
.000219286,G36004700069,G3600470010000
.0024494301,G36004700072,G3600470002000
.00487648,G36004700072,G3600470002200
.0058397101,G36004700072,G3600470007400
.133957,G36004700072,G3600470007600
.0047225398,G36004700072,G3600470010000
.00016315401,G36004700072,G3600470010200
.142341,G36004700073,G3600470010000
.00230012,G36004700073,G3600470010200
.0081333099,G36004700073,G3600470010600
.0075490102,G36004700074,G3600470002200
.0026443501,G36004700074,G3600470007200
.13781799,G36004700074,G3600470007400
.00364957,G36004700074,G3600470010200
.0034306601,G36004700074,G3600470012200
.0000544584,G36004700075,G3600470010000
.146337,G36004700075,G3600470010200
.0070301802,G36004700075,G3600470010400
.0000548973,G36004700075,G3600470010600
.00117096,G36004700075,G3600470011800
.0024442,G36004700075,G3600470012200
.0028174701,G36004700077,G3600470021400
.00386791,G36004700077,G3600470021600
.0047729001,G36004700077,G3600470021800
.0092812199,G36004700077,G3600470022000
.0092455205,G36004700077,G3600470022200
.0134046,G36004700077,G3600470022400
.0055420799,G36004700077,G3600470022600
.145274,G36004700077,G3600470010400
.142524,G36004700077,G3600470010600
.139736,G36004700077,G3600470010800
.144243,G36004700077,G3600470011000
.16398799,G36004700077,G3600470011200
.164663,G36004700077,G3600470011400
.160267,G36004700077,G3600470011600
.0069184499,G36004700077,G3600470011800
.00949986,G36004700252,G3600470018800
.00156543,G36004700252,G3600470019000
.0089128101,G36004700252,G3600470019200
.00820354,G36004700252,G3600470019400
.0104265,G36004700252,G3600470019600
.129326,G36004700252,G3600470019800
.13033301,G36004700252,G3600470020000
.134829,G36004700252,G3600470020200
.134801,G36004700252,G3600470020400
.15339001,G36004700252,G3600470020600
.139295,G36004700252,G3600470020800
.14328,G36004700252,G3600470021000
.182671,G36004700252,G3600470021200
.15706199,G36004700252,G3600470021400
.0090612704,G36004700252,G3600470016600
.0050352002,G36004700252,G3600470014000
.00383948,G36004700252,G3600470014800
.00447775,G36004700252,G3600470015000
.0048825401,G36004700252,G3600470018600
.0039086901,G36004700249,G3600470019200
.00513737,G36004700249,G3600470021400
.164308,G36004700249,G3600470021600
.15304799,G36004700249,G3600470021800
.18499801,G36004700249,G3600470022000
.16693901,G36004700249,G3600470022200
.160081,G36004700249,G3600470022400
.0049467301,G36004700249,G3600470023000
.0125949,G36004700249,G3600470023200
.0075834701,G36004700249,G3600470023400
.0071774102,G36004700249,G3600470023600
.0061600502,G36004700249,G3600470023800
.0065330602,G36004700249,G3600470024000
.00216645,G36004700250,G3600470019200
.0056370702,G36004700250,G3600470023000
.21028399,G36004700250,G3600470023200
.162201,G36004700250,G3600470023400
.16267399,G36004700250,G3600470023600
.16372301,G36004700250,G3600470023800
.16321801,G36004700250,G3600470024000
.0093261702,G36004700250,G3600470024200
.0064646099,G36004700250,G3600470047000
.00466089,G36004700250,G3600470047200
.0064204,G36004700250,G3600470047400
.0102473,G36004700250,G3600470047600
.00232224,G36004700250,G3600470047800
.068044797,G36004700165,G3600470028501
.094916299,G36004700165,G3600470028502
.0053425902,G36004700165,G3600470028700
.15297399,G36004700166,G3600470024100
.00944685,G36004700166,G3600470024300
.00110726,G36004700166,G3600470025100
.016891001,G36004700166,G3600470025300
.0085135801,G36004700167,G3600470025100
.134325,G36004700167,G3600470025300
.0040872898,G36004700167,G3600470025901
.0114088,G36004700167,G3600470026100
.00100884,G36004700167,G3600470026300
.0263908,G36004700168,G3600470025700
.074819803,G36004700168,G3600470025901
.031116599,G36004700168,G3600470025902
.016571701,G36004700168,G3600470026100
.0060115298,G36004700168,G3600470028300
.0039383699,G36004700168,G3600470028502
.171437,G36004700169,G3600470026100
.0150065,G36004700169,G3600470026300
.00141633,G36004700169,G3600470028300
.00104811,G36004700169,G3600470027900
.0094452398,G36004700169,G3600470028100
.114448,G36004700170,G3600470028300
.01736,G36004700170,G3600470028502
.0095248297,G36004700170,G3600470028700
.0150957,G36004700170,G3600470028100
.12894499,G36004700171,G3600470028700
.0214206,G36004700171,G3600470028900
.00139487,G36004700172,G3600470028700
.0078560002,G36004700172,G3600470028900
.00118988,G36004700172,G3600470029100
.015791999,G36004700172,G3600470027900
.13739701,G36004700172,G3600470028100
.0128884,G36004700173,G3600470038700
.134381,G36004700173,G3600470028900
.017724,G36004700173,G3600470029100
1.6240600e-06,G3600610B0040,G3601190001403
1.8258000e-07,G3600610B0040,G3601190001502
5.1655002e-06,G3600610B0040,G3601190001503
.00032664201,G3600610B0040,G3600050037600
.00081915403,G3600610B0040,G3600050033400
.17903,G3600610B0040,G3600050045102
.0035582299,G3600610B0040,G3600050041800
.0035630299,G3600610B0040,G3600050028300
.000157833,G3600610B0040,G3600050042901
.0013735601,G3600610B0040,G3600050037800
.00155523,G3600610B0040,G3600050042100
.20618001,G3600610B0040,G3600050043100
.00024145799,G3600610B0040,G3600050042902
.173656,G3600610B0040,G3600050045101
.156698,G3600610B0040,G3600050044902
.00163542,G3600610B0040,G3600050028100
.00063687802,G3600610B0040,G3600050028500
.0000763895,G3600610B0040,G3600050035100
.00066948298,G3600610B0040,G3600050027900
.158135,G3600610B0040,G3600050044901
6.57023,G3600610B0040,G3600050043500
.030015299,G3600050nodata,G3600050026500
.0075119301,G3600050nodata,G3600050042100
.00024481499,G3600050nodata,G3600050028100
.0108676,G3600050nodata,G3600050041100
.0067807501,G3600050nodata,G3600050040701
.0000160789,G3600050nodata,G3600050027900
1.12515,G3600050nodata,G3600050040900
.00322211,G3600050nodata,G3600050040304
.0047176401,G3600050nodata,G3600050040303
.00056892599,G4200030H0004,G4200030981000
.000356882,G4200030H0004,G4200030101700
.0038483299,G4200030H0004,G4200030090300
.14391001,G4200030H0004,G4200030080900
.00113289,G4200030J0002,G4200030981000
.240898,G4200030J0002,G4200030101100
.00060311501,G36004700037,G3600470003500
.113514,G36004700037,G3600470012901
.122068,G36004700037,G3600470012902
.0027405301,G36004700037,G3600470013100
.000235481,G36004700037,G3600470015900
.019693499,G36004700037,G3600470016100
.00729592,G36004700038,G3600470020300
.0103124,G36004700038,G3600470020500
.0040860302,G36004700038,G3600470020700
.0022309199,G36004700038,G3600470015900
.154745,G36004700038,G3600470016100
.17625,G36004700038,G3600470016300
.141123,G36004700040,G3600470013100
.0044290698,G36004700040,G3600470013300
.00024098701,G36004700040,G3600470015700
.0102053,G36004700040,G3600470015900
.00237664,G36004700041,G3600470020700
.00258527,G36004700041,G3600470015700
.220155,G36004700041,G3600470015900
7.0689698e-06,G36004700041,G3600470016100
.00016132899,G36004700041,G3600470016500
.0012546,G36004700041,G3600470017700
.132085,G36004700043,G3600470013300
.00142142,G36004700043,G3600470013500
.00026088799,G36004700043,G3600470015500
.0117999,G36004700043,G3600470015700
.0028860599,G36004700044,G3600470015500
.15280101,G36004700044,G3600470015700
.0141153,G36004700044,G3600470016500
.000059206101,G36004700046,G3600470013300
.136915,G36004700046,G3600470013500
.00029295401,G36004700046,G3600470013700
.000118373,G36004700046,G3600470015300
.0105614,G36004700046,G3600470015500
.00082324998,G36004700047,G3600470015300
.13589799,G36004700047,G3600470015500
.0115685,G36004700047,G3600470016500
.000097851203,G36004700048,G3600470013500
.13908701,G36004700048,G3600470013700
.0012614999,G36004700048,G3600470013900
.0106261,G36004700048,G3600470015300
.137256,G36004700049,G3600470015300
.000038708298,G36004700049,G3600470015500
.00292883,G36004700049,G3600470016500
.0086155804,G36004700049,G3600470016700
.000130107,G36004700050,G3600470015900
.156783,G36004700050,G3600470016500
.0181589,G36004700050,G3600470017700
.0000113486,G36004700051,G3600470001800
.184576,G36004700051,G3600470011700
.0061717201,G36004700051,G3600470013900
.0134228,G36004700051,G3600470014100
.00091511902,G36004700051,G3600470014300
.0000266439,G36004700052,G3600470013700
.137409,G36004700052,G3600470013900
.00155758,G36004700052,G3600470014100
.010788,G36004700052,G3600470015100
.000061311497,G36004700052,G3600470015300
.137427,G36004700053,G3600470015100
.00159173,G36004700053,G3600470015300
.0128708,G36004700053,G3600470016700
.00002116,G36004700054,G3600470013900
.15050299,G36004700054,G3600470014100
.0022964799,G36004700054,G3600470014300
.0152097,G36004700054,G3600470014900
.000073330499,G36004700054,G3600470015100
.173802,G36004700055,G3600470014900
.00102357,G36004700055,G3600470015100
.0065317899,G36004700055,G3600470016700
.0106515,G36004700055,G3600470016900
.0720549,G36006100009,G3600610002500
.00532158,G36006100009,G3600610002700
.072748996,G36006100009,G3600610002900
.0047538299,G36006100009,G3600610003100
.057383601,G36006100009,G3600610001501
.0294395,G36006100015,G3600610002900
.181317,G36006100015,G3600610003100
.00099103397,G36006100015,G3600610004700
.0096745398,G36006100015,G3600610004500
.0075812102,G36006100015,G3600610002100
.0111826,G36006100015,G3600610003300
.162623,G36006100019,G3600610004100
.0154286,G36006100019,G3600610004300
.0110901,G36006100019,G3600610004500
.0053153899,G36006100023,G3600610004700
.0075662602,G36006100023,G3600610004300
.083148301,G36006100023,G3600610004500
.0045449799,G36006100023,G3600610004900
.020993801,G36006100017,G3600610004700
.239066,G36006100017,G3600610003900
.31466001,G36006100017,G3600610003300
.0335829,G36006100017,G3600610003700
.0166687,G36006100029,G3600610006900
.00026970499,G36006100029,G3600610006700
.11586,G36006100029,G3600610003700
.00142923,G36006100021,G3600610005501
.119783,G36006100021,G3600610004300
.0164454,G36006100021,G3600610005502
.0060954099,G36006100021,G3600610004900
.106919,G36006100045,G3600610007500
.020057499,G36006100045,G3600610007900
.0010048799,G36006100045,G3600610007300
.00080933899,G36006100045,G3600610007700
.0189723,G36006100039,G3600610007500
.110414,G36006100039,G3600610006900
.00082228502,G36006100039,G3600610007300
.00087076402,G36006100039,G3600610006700
.0102415,G36006100047,G3600610008100
.0071605402,G36006100047,G3600610008300
.0026746399,G36006100047,G3600610007900
.149279,G36006100047,G3600610007700
.00068299298,G36006100049,G3600610009900
.00217716,G36006100049,G3600610008300
.179001,G36006100049,G3600610007900
.000775508,G36006100049,G3600610007700
.0032425199,G36006100073,G3600610009900
.16191299,G36006100073,G3600610010300
.0034153401,G36006100073,G3600610011100
.0048814602,G36006100071,G3600610010300
.00014269201,G36006100071,G3600610011100
.15736499,G36006100071,G3600610010100
.00663755,G36006100071,G3600610010900
.0036869301,G36006100067,G3600610009900
.0055294698,G36006100067,G3600610010300
.160686,G36006100067,G3600610009700
.00448171,G36006100063,G3600610009900
.16712201,G36006100063,G3600610009300
.0078263897,G36006100063,G3600610009700
.000326165,G36006100065,G3600610010300
.15184,G36006100065,G3600610009500
.0101549,G36006100065,G3600610010100
.0058483901,G36006100065,G3600610009700
.0041066101,G36006100059,G3600610009900
.0048893802,G36006100059,G3600610009300
.154891,G36006100059,G3600610008900
.00678067,G36006100061,G3600610009300
.0112102,G36006100061,G3600610009500
.00040441999,G36006100061,G3600610009700
.162597,G36006100061,G3600610009100
.0052378401,G36006100053,G3600610009900
.157426,G36006100053,G3600610008300
.0037434299,G36006100053,G3600610008900
.14935499,G36006100057,G3600610008700
.00030996199,G36006100057,G3600610009300
.0066521699,G36006100057,G3600610008900
.0075175702,G36006100057,G3600610009100
.0080821598,G36006100051,G3600610008700
.14141101,G36006100051,G3600610008100
.0074164099,G36006100051,G3600610008300
.00029152699,G36006100051,G3600610008900
.00311261,G36004700323,G3600470107000
.0152755,G36004700323,G3600470107800
.0047172098,G36004700323,G3600470111800
.0194925,G36004700323,G3600470111600
.000654598,G36004700323,G3600470119200
.0031882999,G36004700323,G3600470119400
.158884,G36004700323,G3600470119600
.142443,G36004700323,G3600470120000
.465372,G36004700323,G3600470120800
.160698,G36004700323,G3600470121000
.170194,G36004700323,G3600470121400
.98231298,G36004700323,G3600470122000
.107439,G36004700323,G3600470120200
.0223714,G36004700323,G3600810006202
.00084607903,G36004700323,G3600810004401
.0125905,G3600610B0039,G3600050037600
.92040098,G3600610B0039,G3600050033400
.000066685599,G3600610B0039,G3600050041500
.099335,G3600610B0039,G3600050042901
.20885301,G3600610B0039,G3600050042500
.000480027,G3600610B0039,G3600050043100
.086948201,G3600610B0039,G3600050042902
1.9434499e-06,G3600610B0039,G3600050043500
.113201,G3600610B0047,G3600050037600
.053512301,G3600610B0047,G3600050024800
.017635901,G3600610B0047,G3600050022401
.60684597,G3600610B0047,G3600050035800
.15683299,G3600610B0047,G3600050034200
.77730298,G3600610B0047,G3600050033400
.0037517601,G3600610B0047,G3600050038200
.169476,G3600610B0047,G3600050036800
.157013,G3600610B0047,G3600050034400
.184396,G3600610B0047,G3600050033600
.101165,G3600610B0047,G3600050029600
.30442601,G3600610B0047,G3600050035600
.24629,G3600610B0047,G3600050031000
.206128,G3600610B0047,G3600050033000
.177169,G3600610B0047,G3600050031600
.16137899,G3600610B0047,G3600050033800
.21022999,G3600610B0047,G3600050031400
.203023,G3600610B0047,G3600050031200
.158887,G3600610B0047,G3600050037000
.000192526,G3600610B0047,G3600050037800
