area,gisjoin1940,gisjoin2010
.33503199,G48045300013,G4804530001308
.147258,G48045300013,G4804530001307
.001901,G48045300013,G4804530002308
1.0808901,G48045300013,G4804530001911
.26414701,G48045300013,G4804530001901
.00978244,G48045300013,G4804530001604
.0347257,G48045300013,G4804530001602
3.10901,G48045300013,G4804530001305
1.12269,G48045300013,G4804530001304
1.72692,G48045300013,G4804530001303
.0287014,G48045300013,G4804530001200
.0122536,G48045300013,G4804530001100
.362822,G48045300013,G4804530001913
.68020999,G48045300013,G4804530001910
.00125198,G48045300013,G4804530001401
.055792101,G06003700034,G0600370186100
1.39899,G06003700034,G0600370181300
.0019799001,G06003700034,G0600370181000
.00555846,G06003700034,G0600370186201
.26714,G06003700034,G0600370183402
.00291554,G06003700034,G0600370183401
.046637699,G06003700034,G0600370183222
.0164012,G06003700034,G0600370302104
.019662101,G06003700034,G0600370302102
1.2409101,G06003700034,G0600370181600
.000461088,G06003700034,G0600370181400
.00154728,G06003700034,G0600370183300
.0046044299,G06003700033,G0600370181300
4.11059,G06003700033,G0600370181000
.0087309703,G06003700033,G0600370460800
.0095478296,G06003700033,G0600370301000
.0403837,G06003700033,G0600370300902
.0051287198,G06003700033,G0600370302104
.0095005101,G06003700033,G0600370463800
.0116638,G06003700033,G0600370181500
.0118669,G06003700033,G0600370181400
.0096466504,G06003700030,G0600370194101
.0020143101,G06003700030,G0600370190202
1.31497,G06003700030,G0600370189702
.00210527,G06003700030,G0600370190100
3.8868001,G06003700030,G0600370189701
.0918369,G06003700030,G0600370189600
.0167985,G06003700030,G0600370311600
.32921001,G06003700030,G0600370189400
4.9278998,G06003700030,G0600370980009
.017046601,G06003700030,G0600370143700
.0033799701,G06003700066,G0600370197410
.64262402,G06003700066,G0600370197300
.0094981799,G06003700066,G0600370197420
8.2269999e-08,G06003700066,G0600370197500
.926359,G06003700066,G0600370980010
.000047261401,G06003700067,G0600370207103
.518507,G06003700067,G0600370206010
.053596299,G06003700067,G0600370197200
.0220035,G06003700067,G0600370197700
.0124566,G06003700067,G0600370199000
2.43805,G06003700067,G0600370980010
.000079634599,G06003700015,G0600370137103
2.1526301,G06003700015,G0600370134905
.000583168,G06003700015,G0600370135113
.552145,G06003700015,G0600370134903
.00313652,G06003700015,G0600370134521
.0056301299,G06003700015,G0600370131701
.64797997,G06003700015,G0600370134104
.0034084399,G06003700015,G0600370133000
1.04618,G06003700015,G0600370134101
1.02291,G06003700015,G0600370134103
1.42275,G06003700015,G0600370134201
.57063001,G06003700015,G0600370134710
.98953497,G06003700015,G0600370134720
1.87096,G06003700015,G0600370134800
.41571501,G06003700015,G0600370134901
.120907,G06003700015,G0600370137104
1.01381,G06003700015,G0600370134904
.75353497,G06003700015,G0600370134002
.56164801,G06003700015,G0600370134001
.0119647,G06003700015,G0600370131600
.00109355,G06003700015,G0600370139301
.00224831,G06003700504,G0600370533806
.45943001,G06003700504,G0600370533703
.447072,G06003700504,G0600370533403
.464688,G06003700504,G0600370533402
.0046942099,G06003700504,G0600370533300
.323062,G06003700504,G0600370533702
.00036495601,G06003700504,G0600370533803
.026725501,G06003700504,G0600370532400
.40029001,G06003700504,G0600370533701
.47468099,G06003700504,G0600370533401
.00035443401,G06003700504,G0600370533804
.0138363,G06003700504,G0600370532304
.142207,G06003700499,G0600370533806
.0054697399,G06003700499,G0600370533902
.39326799,G06003700499,G0600370533703
.0040920498,G06003700499,G0600370533403
.37115499,G06003700499,G0600370533901
.114868,G06003700499,G0600370534001
.0033054701,G06003700499,G0600370502500
1.94633,G06003700499,G0600370532400
.000177854,G06003700499,G0600370533701
.34848899,G06003700499,G0600370534002
.070005901,G06003700499,G0600370532303
.121542,G06003700499,G0600370534102
.0205117,G06003700499,G0600370550700
.00197785,G06003700499,G0600370532302
8.3241301,G06003700499,G0600370532304
.021646401,G06003700499,G0600370532200
.135803,G06003700499,G0600370534101
7.3382298e-06,G06003700503,G0600370533402
.33712301,G06003700503,G0600370533300
.018861899,G06003700503,G0600370532400
.000619984,G06003700503,G0600370533401
.0079509597,G06003700503,G0600370533501
.96053201,G06003700540,G0600370552302
.0056129801,G06003700540,G0600370503104
1.2647901,G06003700540,G0600370550202
.57134801,G06003700540,G0600370550201
3.8202701,G06003700540,G0600370502802
.011857,G06003700540,G0600370503103
2.16188,G06003700540,G0600370502801
.70662999,G06003700540,G0600370552002
.80278701,G06003700540,G0600370552001
.0088197198,G06003700540,G0600370551102
.0218313,G06003700540,G0600370502700
2.4962499,G06003700540,G0600370550300
2.4070699,G06003700540,G0600370504102
1.29375,G06003700540,G0600370552800
1.30063,G06003700540,G0600370552900
.68351698,G06003700540,G0600370552400
1.21745,G06003700540,G0600370553000
1.31042,G06003700540,G0600370552602
1.37544,G06003700540,G0600370552700
.70981997,G06003700540,G0600370552601
.000043033,G06003700540,G0600370553100
.00054870901,G06003700540,G0600370554600
.0000150495,G06003700540,G0600370554521
.0068623601,G06003700540,G0600370553200
.00100005,G06003700540,G0600370554700
.82416898,G06003700540,G0600370550400
.780451,G06003700540,G0600370550000
1.64894,G06003700540,G0600370550100
.00105504,G06003700540,G0600370551000
1.69182,G06003700540,G0600370552200
1.46187,G06003700540,G0600370552100
1.5519201,G06003700540,G0600370551900
.0152885,G06003700540,G0600370502902
.00012769899,G06003700540,G0600370502601
1.32145,G06003700540,G0600370503000
1.24827,G06003700540,G0600370552301
.045629401,G06003700332D,G0600370571704
.102282,G06003700332D,G0600370571502
.0203421,G06003700332D,G0600370571600
.140347,G06003700506,G0600370536104
.945849,G06003700506,G0600370533806
2.9362800e-06,G06003700506,G0600370533805
.755683,G06003700506,G0600370533902
.38854501,G06003700506,G0600370534406
.528705,G06003700506,G0600370534405
.032631099,G06003700506,G0600370533803
.58306599,G06003700506,G0600370534202
.39172,G06003700506,G0600370533901
.670048,G06003700506,G0600370534001
.0202937,G06003700506,G0600370536102
.000965029,G06003700506,G0600370536000
.38753599,G06003700506,G0600370534302
.41104501,G06003700506,G0600370534404
.50993299,G06003700506,G0600370534201
.54502398,G06003700506,G0600370534002
.83315003,G06003700506,G0600370534301
.30578399,G06003700506,G0600370534403
.0091813495,G06003700506,G0600370534502
.763767,G06003700506,G0600370534203
.67838001,G06003700506,G0600370534102
.020483401,G06003700506,G0600370550700
.043990601,G06003700506,G0600370550800
.0620207,G06003700506,G0600370533603
.379013,G06003700506,G0600370534101
.0791355,G06003700552,G0600370460401
.84631801,G06003700552,G0600370460100
80.401901,G06003700552,G0600370930301
.31302899,G06003700552,G0600370460000
2.8473101,G06003700552,G0600370460301
.53529698,G06003700552,G0600370460200
57.358299,G06003700552,G0600370930200
1.85414,G06003700552,G0600370910811
76.436798,G06003700552,G0600370930101
81.107903,G06003700558,G0600370910813
1.93091,G06003700558,G0600370930301
9.4535799,G06003700558,G0600370910205
.418677,G06003700558,G0600370910206
109.707,G06003700558,G0600370910805
1.91851,G06003700558,G0600370910809
8.1036596,G06003700558,G0600370910808
15.0166,G06003700558,G0600370930200
33.876099,G06003700558,G0600370920011
12.4049,G06003700558,G0600370910812
242.72301,G06003700558,G0600370910811
61.091,G06003700558,G0600370910804
.75567698,G06003700558,G0600370920026
23.8384,G06003700558,G0600370910810
.0049637998,G06003700328,G0600370573601
.0108121,G06003700328,G0600370571400
.044819999,G06003700328,G0600370573401
.0014243,G06003700328,G0600370572201
.179285,G06003700328,G0600370574100
.010716,G06003700328,G0600370572100
.00558828,G06003700328,G0600370571900
1.0419,G06003700328,G0600370572002
1.41881,G06003700328,G0600370572001
.00573286,G06003700328,G0600370573700
.0101718,G06003700328,G0600370573800
4.6360402,G06003700328,G0600370980018
.019389801,G06003700328,G0600370573402
.00049289298,G06003700328,G0600370571800
.020938599,G06003700328,G0600370573403
.0081631998,G06003700328,G0600370574202
.073117599,G06003700328,G0600370574000
.99245501,G06003700334,G0600370573401
.016728001,G06003700334,G0600370572201
.0268292,G06003700334,G0600370572202
.0068468899,G06003700334,G0600370572001
.082075603,G06003700334,G0600370980018
2.9403,G06003700334,G0600370573402
1.5998,G06003700334,G0600370573403
.022399999,G06003700334,G0600370573300
.0121577,G06003700334,G0600370573201
.00424858,G06003700334,G0600370575101
.0104383,G06003700334,G0600370575001
.94753802,G06003700322,G0600370575002
.00041997599,G06003700322,G0600370980018
.0665126,G06003700322,G0600370573403
.38367999,G06003700322,G0600370574202
.00099297496,G06003700322,G0600370574201
.00125894,G06003700322,G0600370574800
.92704499,G06003700322,G0600370575001
.0047554602,G06003700322,G0600370574902
.0039134501,G06003700528,G0600370543321
.00669399,G06003700528,G0600370541100
.000235361,G06003700528,G0600370291110
.00413412,G06003700528,G0600370543100
3.4149699,G06003700528,G0600370541002
1.13463,G06003700528,G0600370540901
.00703318,G06003700528,G0600370540800
2.4976001,G06003700528,G0600370540902
.00115354,G06003700528,G0600370291220
.0036386501,G06003700528,G0600370291300
2.58746,G06003700528,G0600370541001
.0055485298,G06003700528,G0600370241400
.00230556,G06003700528,G0600370541200
.00076963502,G06003700528,G0600370543000
.0256906,G06003700528,G0600370543400
.000692776,G06003700524,G0600370553503
.000223499,G06003700524,G0600370553504
.000247257,G06003700524,G0600370536102
.000035260298,G06003700524,G0600370553601
.024577299,G06003700524,G0600370551600
2.0952101,G06003700524,G0600370536200
.00312994,G06003700524,G0600370540000
2.9388399,G06003700443,G0600370430502
.025282901,G06003700443,G0600370430400
.0310649,G06003700443,G0600370430600
4.7139502,G06003700443,G0600370430501
.071694501,G06003700443,G0600370460000
.00547281,G06003700443,G0600370463000
.0154771,G06003700443,G0600370930101
.00080939499,G06003700415,G0600370460401
.0095050903,G06003700415,G0600370181000
6.5708799,G06003700415,G0600370460800
.079263598,G06003700415,G0600370300902
.0117278,G06003700415,G0600370300901
.0155258,G06003700415,G0600370460900
.00238678,G06003700415,G0600370461700
.0117892,G06003700415,G0600370460700
.0051935902,G06003700411,G0600370302004
.0095815295,G06003700411,G0600370181000
.000279486,G06003700411,G0600370460800
.018232699,G06003700411,G0600370301100
.0042344099,G06003700411,G0600370301900
2.05497,G06003700411,G0600370301000
4.2233801,G06003700411,G0600370300902
.000086371903,G06003700411,G0600370302103
.243273,G06003700411,G0600370302104
3.7491601,G06003700411,G0600370300901
.158865,G06003700411,G0600370300800
7.2269399e-06,G06003700358,G0600370604002
.00341088,G06003700358,G0600370604001
.0065849698,G06003700358,G0600370603900
.0162945,G06003700358,G0600370650502
.0066316701,G06003700358,G0600370650501
.00695471,G06003700358,G0600370621201
.0020768801,G06003700358,G0600370620400
.0063316999,G06003700358,G0600370620800
.64363801,G06003700358,G0600370620521
.73868299,G06003700358,G0600370620522
1.0031199,G06003700358,G0600370620701
1.03373,G06003700358,G0600370620602
1.3357,G06003700358,G0600370620601
.019096401,G06003700358,G0600370621001
2.5520401,G06003700358,G0600370620501
.0196661,G06003700358,G0600370621102
1.31608,G06003700358,G0600370620702
.0085922703,G06003700358,G0600370650300
.00012464399,G06003700325,G0600370575202
.000300532,G06003700325,G0600370573402
.75432998,G06003700325,G0600370573300
.0064636399,G06003700325,G0600370573201
.016925,G06003700325,G0600370573202
.00107201,G06003700255,G0600370228720
.0000482301,G06003700255,G0600370532400
.00049105799,G06003700255,G0600370228100
.821657,G06003700255,G0600370228800
.000019699301,G06003700255,G0600370228900
.070944503,G06003700164,G0600370212501
.00112438,G06003700164,G0600370212701
.0112303,G06003700164,G0600370211704
.01033,G06003700164,G0600370211802
.0083034299,G06003700164,G0600370211701
.00184232,G06003700164,G0600370212410
.354202,G06003700164,G0600370212610
.000919802,G06003700164,G0600370212420
.265771,G06003700164,G0600370212620
.00334452,G06003700164,G0600370212702
.277879,G06003700164,G0600370212502
.00053114799,G06003700054,G0600370190801
.234505,G06003700054,G0600370190520
.0035693999,G06003700054,G0600370190902
.0089730304,G06003700054,G0600370191110
.00019917999,G06003700054,G0600370190802
.40173599,G06003700054,G0600370191000
.0087284502,G06003700054,G0600370190700
.309394,G06003700054,G0600370190510
.0049040201,G06003700054,G0600370190901
.156326,G06003700053,G0600370190402
.15789101,G06003700053,G0600370190401
.0054589901,G06003700053,G0600370190201
.00096572802,G06003700053,G0600370189300
.39254099,G06003700053,G0600370190301
.0026442599,G06003700053,G0600370190520
.2466,G06003700053,G0600370191000
.00026184099,G06003700053,G0600370190700
.0089968797,G06003700053,G0600370190510
.00093280198,G06003700059,G0600370191201
.000365652,G06003700059,G0600370195202
.0128901,G06003700059,G0600370191302
.00085321098,G06003700059,G0600370189101
.56849301,G06003700059,G0600370195300
.00298128,G06003700062,G0600370195902
.00060774299,G06003700062,G0600370195901
.0022199999,G06003700062,G0600370195803
.0023379601,G06003700062,G0600370195202
.00121478,G06003700062,G0600370191301
1.0001,G06003700062,G0600370195400
.0181005,G06003700062,G0600370195100
.00033534301,G06003700062,G0600370195500
.00609534,G06003700062,G0600370195300
2.64922,G06003700557,G0600370300301
1.85158,G06003700557,G0600370104204
.0112207,G06003700557,G0600370106406
.209033,G06003700557,G0600370980026
3.05954,G06003700557,G0600370104124
.0144625,G06003700557,G0600370104103
.58019698,G06003700557,G0600370106112
.015827799,G06003700557,G0600370300100
2.0706899,G06003700557,G0600370106111
3.0954001e-07,G06003700557,G0600370460501
.0351668,G06003700557,G0600370460600
.20178901,G06003700557,G0600370106510
.0109421,G06003700557,G0600370106020
204.89101,G06003700557,G0600370930200
.83516198,G06003700557,G0600370103200
11.7479,G06003700557,G0600370910811
.00089041202,G06003700557,G0600370106010
30.467199,G06003700557,G0600370930101
.91833699,G06003700428,G0600370463602
.905065,G06003700428,G0600370463601
.0042748302,G06003700428,G0600370462202
.0071554398,G06003700428,G0600370461902
.0040331199,G06003700428,G0600370463700
.00015622099,G06003700413,G0600370462001
1.16566,G06003700413,G0600370461502
.99825901,G06003700413,G0600370461501
.00658951,G06003700413,G0600370460900
.000021359199,G06003700413,G0600370462100
.0442621,G06003700413,G0600370461100
.00063790299,G06003700413,G0600370461300
.000062449399,G06003700413,G0600370461000
.0020923901,G06003700413,G0600370461400
1.42225,G06003700562,G0600370910813
2.4672899,G06003700562,G0600370910716
1.98746,G06003700562,G0600370910715
1.00397,G06003700562,G0600370910714
3.61461,G06003700562,G0600370910711
1.36545,G06003700562,G0600370910606
1.34999,G06003700562,G0600370910605
1.61854,G06003700562,G0600370910505
1.58944,G06003700562,G0600370910504
.0947221,G06003700562,G0600370900201
.050527401,G06003700562,G0600370901007
.0176444,G06003700562,G0600370901102
14.5651,G06003700562,G0600370910201
4.1420002,G06003700562,G0600370910302
1.14484,G06003700562,G0600370910402
1.2559201,G06003700562,G0600370910403
1.49722,G06003700562,G0600370910501
2.6571,G06003700562,G0600370910601
2.0037301,G06003700562,G0600370910502
9.79737,G06003700562,G0600370910401
2.6305201,G06003700562,G0600370910603
2.5761001,G06003700562,G0600370910404
2.0005801,G06003700562,G0600370910602
9.7999401,G06003700562,G0600370910706
6.71105,G06003700562,G0600370910707
37.2547,G06003700562,G0600370980004
1.99624,G06003700562,G0600370910713
2.0708201,G06003700562,G0600370910712
3.1694,G06003700562,G0600370910210
2.93327,G06003700562,G0600370910209
3.3054299,G06003700562,G0600370910208
4.4338102,G06003700562,G0600370910207
49.4767,G06003700562,G0600370910101
19.7848,G06003700562,G0600370910205
5.74336,G06003700562,G0600370910705
49.846298,G06003700562,G0600370910206
.443919,G06003700562,G0600370910805
3.9235301,G06003700562,G0600370910301
20.3547,G06003700562,G0600370910202
20.3585,G06003700562,G0600370920012
5.5153999,G06003700562,G0600370920011
8.3765402,G06003700562,G0600370910812
.050324999,G06003700562,G0600370901213
.019218801,G06003700562,G0600370900504
4.0966601,G06003700562,G0600370910804
7.6071601,G06003700562,G0600370910709
.026055399,G06003700562,G0600370900704
.0335522,G06003700562,G0600370900705
.0084607601,G06003700078,G0600370700101
.0043635801,G06003700078,G0600370700102
.409347,G06003700078,G0600370192001
.00054886099,G06003700078,G0600370192300
.0030895299,G06003700078,G0600370192002
.70668799,G06003700078,G0600370191902
.750368,G06003700078,G0600370191901
.000051905099,G06003700078,G0600370190700
.00145524,G06003700078,G0600370214000
.0089126201,G06003700078,G0600370214100
.156325,G06003700057,G0600370189904
.00661198,G06003700057,G0600370700101
.00117219,G06003700057,G0600370194101
.076203398,G06003700057,G0600370189903
.362737,G06003700057,G0600370189902
.253187,G06003700057,G0600370189905
.56619602,G06003700057,G0600370189800
.0034539499,G06003700057,G0600370700200
.0153737,G06003700451,G0600370400403
3.4809501,G06003700451,G0600370400207
1.85333,G06003700451,G0600370401603
.0047560302,G06003700451,G0600370930301
.017727399,G06003700451,G0600370401602
7.5206299,G06003700451,G0600370400204
2.59688,G06003700451,G0600370401601
1.99459,G06003700451,G0600370401701
1.0261,G06003700451,G0600370401704
.195237,G06003700451,G0600370401500
.36832401,G06003700451,G0600370400206
.011984,G06003700451,G0600370400302
7.6544099,G06003700451,G0600370400205
.378429,G06003700451,G0600370401902
.0168704,G06003700451,G0600370401800
.76700997,G06003700451,G0600370401703
.0159628,G06003700084,G0600370190801
.47699401,G06003700084,G0600370190902
.46286899,G06003700084,G0600370190901
.0028277801,G06003700088,G0600370190801
.39660299,G06003700088,G0600370191810
.39185199,G06003700088,G0600370191820
.00017204801,G06003700088,G0600370192300
.0099754203,G06003700088,G0600370191902
.0091976803,G06003700088,G0600370191901
.0044339499,G06003700088,G0600370190802
.000092378497,G06003700089,G0600370190801
.0064288401,G06003700089,G0600370190902
.25591201,G06003700089,G0600370191720
.0076253298,G06003700089,G0600370191810
.00787469,G06003700089,G0600370191820
.68955201,G06003700089,G0600370191710
.0091421399,G06003700089,G0600370190901
.0041808798,G06003700093,G0600370191820
.84884602,G06003700093,G0600370192300
.0096365502,G06003700093,G0600370191902
.00190958,G06003700093,G0600370211000
.0063066701,G06003700093,G0600370214100
.000828547,G06003700094,G0600370191820
.0187227,G06003700094,G0600370192300
.30777499,G06003700094,G0600370192420
.67492902,G06003700094,G0600370192410
.0114723,G06003700094,G0600370191710
.0107734,G06003700098,G0600370192300
.0020719499,G06003700098,G0600370192410
1.5049,G06003700098,G0600370211000
.0063272002,G06003700098,G0600370214100
.185959,G06003700100,G0600370211804
.133102,G06003700100,G0600370211803
.0063543101,G06003700100,G0600370211703
.0040540001,G06003700100,G0600370211704
.00026867699,G06003700100,G0600370192420
.0072886301,G06003700100,G0600370192510
.0053509502,G06003700100,G0600370192520
.270794,G06003700100,G0600370211410
.36439201,G06003700100,G0600370211420
.30101299,G06003700100,G0600370211802
.0091426298,G06003700100,G0600370211500
.45590401,G06003700316,G0600370576802
.510647,G06003700316,G0600370576801
.000018381699,G06003700316,G0600370576602
.00598071,G06003700316,G0600370576503
.000113331,G06003700316,G0600370576403
.00029460399,G06003700316,G0600370576904
.00418487,G06003700316,G0600370576901
.00323825,G06003700310,G0600370576302
.0059413901,G06003700310,G0600370576301
.68957698,G06003700310,G0600370576200
.0136421,G06003700310,G0600370575902
.00016599501,G06003700310,G0600370575803
.306647,G06003700306,G0600370576302
.54259098,G06003700306,G0600370576301
.017635999,G06003700306,G0600370575803
.00077168399,G06003700306,G0600370575402
.00148908,G06003700306,G0600370575300
.0094290804,G06003700305,G0600370575402
.000088914203,G06003700305,G0600370573002
.62987798,G06003700305,G0600370575300
.0068217302,G06003700305,G0600370573202
1.8573500e-06,G06003700308,G0600370576001
.331126,G06003700308,G0600370575902
.46966499,G06003700308,G0600370575901
.0019794099,G06003700308,G0600370575803
.0021685299,G06003700308,G0600370575801
3.3300001e-09,G06003700308,G0600370980033
.00360739,G06003700308,G0600370575802
.58469802,G06003700489,G0600370531503
.00612573,G06003700489,G0600370531201
.11399,G06003700489,G0600370531202
.37253901,G06003700489,G0600370531301
.103497,G06003700489,G0600370531302
.031263798,G06003700489,G0600370532302
.000118786,G06003700489,G0600370531502
.00304849,G06003700495,G0600370531701
.60849398,G06003700495,G0600370531800
.70257199,G06003700495,G0600370531902
.77443701,G06003700495,G0600370531901
.0021570299,G06003700495,G0600370530204
.00141726,G06003700495,G0600370530202
.0012727201,G06003700495,G0600370530302
.00151477,G06003700495,G0600370532001
.073100798,G06003700495,G0600370532303
.0112695,G06003700497,G0600370502500
.0053179702,G06003700497,G0600370531902
.0026563299,G06003700497,G0600370530204
.83339697,G06003700497,G0600370532002
1.41029,G06003700497,G0600370532101
1.34785,G06003700497,G0600370532001
.0354205,G06003700497,G0600370532303
.0189604,G06003700497,G0600370530102
.0077685099,G06003700497,G0600370530101
.99786103,G06003700497,G0600370532102
.00086547399,G06003700497,G0600370532304
2.74701,G06003700497,G0600370532200
.00036981801,G06003700497,G0600370500700
.32045099,G06003700508,G0600370533202
.37004301,G06003700508,G0600370533201
.000060337501,G06003700508,G0600370535502
.031274799,G06003700508,G0600370532400
.00370161,G06003700508,G0600370533107
.00054065097,G06003700508,G0600370532500
.37997001,G06003700508,G0600370533203
.00323088,G06003700508,G0600370534301
.0124462,G06003700508,G0600370534403
.00071233098,G06003700508,G0600370534700
.65292698,G06003700508,G0600370534501
.53169602,G06003700508,G0600370534502
.0000140199,G06003700508,G0600370533106
7.9441998e-07,G06003700508,G0600370533105
.0028603401,G06003700508,G0600370533601
.0063958801,G06003700508,G0600370533501
.0112424,G06003700508,G0600370533603
.00994852,G06003700520,G0600370533107
.53140998,G06003700520,G0600370534700
.000428887,G06003700520,G0600370534501
.000225146,G06003700509,G0600370534803
.00041112301,G06003700509,G0600370534802
.0000163198,G06003700509,G0600370533002
.00084689801,G06003700509,G0600370533202
.00129734,G06003700509,G0600370533201
.32873899,G06003700509,G0600370533107
.00102885,G06003700509,G0600370534900
.0035707201,G06003700509,G0600370533203
.0000565187,G06003700509,G0600370534700
.342464,G06003700509,G0600370533103
.0019978399,G06003700509,G0600370532606
.000681707,G06003700509,G0600370532603
.00114636,G06003700509,G0600370532604
.0017324199,G06003700509,G0600370532605
.298262,G06003700509,G0600370533106
.33555999,G06003700509,G0600370533104
.186056,G06003700509,G0600370533105
.0026167501,G06003700516,G0600370535002
.0000139818,G06003700516,G0600370535001
.00148318,G06003700516,G0600370239801
.00056108797,G06003700516,G0600370534900
.58763599,G06003700516,G0600370535102
.0019640699,G06003700516,G0600370535200
.00184152,G06003700516,G0600370535400
.0164716,G06003700516,G0600370535300
.0024957701,G06003700516,G0600370239802
.00087242498,G06003700516,G0600370239502
.00067535503,G06003700516,G0600370240010
1.12758,G06003700516,G0600370535101
5.1003599e-06,G06003700402,G0600370302504
.016295901,G06003700402,G0600370302401
.676054,G06003700402,G0600370302301
.00140835,G06003700402,G0600370302201
.000800721,G06003700402,G0600370302202
.62886,G06003700402,G0600370302302
.000108123,G06003700402,G0600370188100
.33390799,G06003700407,G0600370302004
.235842,G06003700407,G0600370302003
.0020285,G06003700407,G0600370301802
.00067975302,G06003700407,G0600370301900
.499354,G06003700407,G0600370302002
.0038045601,G06003700407,G0600370302103
.0086788302,G06003700407,G0600370302201
.00069874601,G06003700410,G0600370302004
.0012515601,G06003700410,G0600370302003
.000014284,G06003700410,G0600370301802
.0027985801,G06003700410,G0600370301801
.0169832,G06003700410,G0600370301100
1.0907,G06003700410,G0600370301900
.000459248,G06003700410,G0600370301000
.0032148999,G06003700410,G0600370302002
.00027685601,G06003700408,G0600370301801
1.28764,G06003700408,G0600370301100
.0024601901,G06003700408,G0600370301204
.00179309,G06003700408,G0600370301900
.000210967,G06003700408,G0600370301000
.00267546,G06003700408,G0600370300702
.039744001,G06003700416,G0600370460800
.0078219799,G06003700416,G0600370460900
1.80011,G06003700416,G0600370461700
.0040314901,G06003700416,G0600370461600
