arealand,geo2010,geo1880
7.292551,06001450745,06000100000
1.723691,06001438400,06000100000
1.064669,06001401000,06000100000
1.824958,06001442100,06000100000
4.8867531,06001404600,06000100000
.47556701,06001422400,06000100000
.91866899,06001407700,06000100000
1.963775,06001444500,06000100000
.80240703,06001408900,06000100000
.495325,06001403900,06000100000
.0072380002,06085504420,06000100000
3.2903631,06001443105,06000100000
.17394599,06001403701,06000100000
5.3292809,06001430200,06000100000
1.10533,06001400300,06000100000
2.422519,06001438000,06000100000
2.0404699,06001441800,06000100000
.86239702,06001407000,06000100000
1.325906,06001435700,06000100000
2.0975521,06001450741,06000100000
2.2605541,06001430600,06000100000
1.3537951,06001426200,06000100000
3.013437,06001451602,06000100000
.86020899,06001437400,06000100000
.41629201,06001420500,06000100000
.67672998,06001401100,06000100000
1.5612791,06001421500,06000100000
.3901,06001403600,06000100000
1.521673,06001408300,06000100000
4.8267031,06001450607,06000100000
6.1951041,06001450602,06000100000
.58286703,06001427600,06000100000
1.279075,06001442800,06000100000
.000021,06085504506,06000100000
.846807,06001441921,06000100000
1.276297,06001437800,06000100000
1.846859,06001443104,06000100000
.99803698,06001428100,06000100000
6.155448,06001432400,06000100000
50.375069,06001450601,06000100000
48.26548,06001437101,06000100000
2.327672,06001435200,06000100000
2.4647291,06001440332,06000100000
3.0153949,06001444100,06000100000
1.248062,06001436100,06000100000
.000119,06013345203,06000100000
.41820699,06001425101,06000100000
9.0000003e-06,06013383000,06000100000
2.576458,06001444301,06000100000
1.09939,06001407900,06000100000
.63524097,06001423500,06000100000
2.1129401,06001450604,06000100000
22.309683,06001444302,06000100000
7.1743531,06001435104,06000100000
3.2372179,06001451504,06000100000
.011145,06001405302,06000100000
.48953599,06001409100,06000100000
2.5122409,06001440333,06000100000
.58584499,06001410200,06000100000
1.205963,06001404700,06000100000
.83661199,06001409500,06000100000
6.923615,06001410000,06000100000
2.6741109,06001451503,06000100000
.000042,06013391000,06000100000
2.4555781,06001433300,06000100000
1.0123301,06001435500,06000100000
.52576298,06001428000,06000100000
.67361099,06001437900,06000100000
4.4024849,06001422000,06000100000
.56463802,06001403501,06000100000
.72652102,06001423300,06000100000
4.5376568,06001428301,06000100000
.628407,06001404800,06000100000
.87000602,06001437102,06000100000
.297856,06001400600,06000100000
.856776,06001421900,06000100000
.81905103,06001437600,06000100000
1.022711,06001407600,06000100000
.070403002,06001406201,06000100000
.495262,06001406400,06000100000
.017131001,06013352202,06000100000
13.595389,06001443200,06000100000
1.373456,06001451505,06000100000
.560049,06001422300,06000100000
2.0705509,06001442900,06000100000
.6742,06001440306,06000100000
5.3868232,06001444602,06000100000
1.0860519,06001436601,06000100000
1.683724,06001406700,06000100000
2.0052929,06001440335,06000100000
.002908,06085513500,06000100000
.73008102,06001423000,06000100000
.80540401,06001425104,06000100000
.39218,06001406202,06000100000
2.069732,06001444200,06000100000
1.405902,06001440307,06000100000
.46256101,06001420200,06000100000
3.253252,06001441200,06000100000
.650132,06001441927,06000100000
.784675,06001410100,06000100000
1.077334,06001432100,06000100000
2.7289071,06001404200,06000100000
.091650002,06075017902,06000100000
.69522899,06001400800,06000100000
1.023813,06001432200,06000100000
.55991399,06001443321,06000100000
.104858,06001405700,06000100000
1.619765,06001450200,06000100000
1.1136889,06001404501,06000100000
.85113102,06001451506,06000100000
1.859188,06001440331,06000100000
.474778,06001421400,06000100000
1.429041,06001442301,06000100000
.001343,06013345115,06000100000
.75784802,06001982000,06000100000
15.151159,06001441100,06000100000
.81997102,06001432502,06000100000
17.592091,06001450752,06000100000
2.0070391,06001438100,06000100000
.425161,06001400900,06000100000
.40868899,06001441926,06000100000
2.5572868e-07,06077005207,06000100000
1.7180279,06001422600,06000100000
.88050902,06001400700,06000100000
.81117702,06001405000,06000100000
1.5828429,06001442400,06000100000
1.222738,06001451701,06000100000
1.363772,06001432501,06000100000
3.936358,06001451601,06000100000
1.04197,06001423800,06000100000
.63347799,06001437500,06000100000
1.634595,06001441402,06000100000
1.328739,06001435400,06000100000
2.012892,06001428302,06000100000
.48410299,06001437701,06000100000
.91252798,06001406800,06000100000
1.249998,06001427200,06000100000
1.733943,06001450746,06000100000
5.3656969,06001433400,06000100000
.98291898,06001431100,06000100000
1.307696,06001441522,06000100000
.679573,06001428500,06000100000
2.184665,06001441924,06000100000
.31979001,06001423902,06000100000
1.234825,06001433500,06000100000
3.2934489,06001441301,06000100000
1.710403,06001441521,06000100000
.660864,06001407102,06000100000
.71507198,06001407200,06000100000
.00045200001,06077005502,06000100000
.40317601,06001423602,06000100000
9.5819693,06001450102,06000100000
1.6007169,06001433800,06000100000
1.2656929,06001405100,06000100000
15.802139,06001409000,06000100000
.73318201,06001421100,06000100000
.54428399,06001422900,06000100000
1.831143,06001436300,06000100000
1.027797,06001444400,06000100000
1.141557,06001440336,06000100000
.97483402,06001420400,06000100000
.51080602,06001424001,06000100000
1.813349,06001450101,06000100000
.78943098,06001420600,06000100000
.85599297,06001438300,06000100000
1.329555,06001421600,06000100000
.52071398,06001401200,06000100000
.003239,06013345101,06000100000
1.253616,06001409400,06000100000
2.0211091,06001450606,06000100000
.798271,06001436700,06000100000
80.454643,06001430102,06000100000
1.20597,06001434000,06000100000
.81647801,06001433900,06000100000
.96301001,06001442302,06000100000
3.1341541,06001450300,06000100000
1.148281,06001443322,06000100000
.000059999998,06013345103,06000100000
.55245799,06001420100,06000100000
1.288757,06001435300,06000100000
.81130397,06001409700,06000100000
.768731,06001443001,06000100000
2.0000000e-06,06013382000,06000100000
.82521999,06001427900,06000100000
.370837,06001407101,06000100000
.332766,06001405200,06000100000
11.183799,06001450502,06000100000
.467502,06001441523,06000100000
4.207602,06001442200,06000100000
1.355639,06001421200,06000100000
.27212,06001406300,06000100000
1.0118721,06001404900,06000100000
1.921563,06001408000,06000100000
.460334,06001422500,06000100000
1.163204,06001450501,06000100000
.54265898,06001408400,06000100000
558.37518,06001451101,06000100000
1.160007,06001440200,06000100000
2.62499,06001441501,06000100000
.57366103,06001404101,06000100000
1.490067,06001438204,06000100000
.67482501,06001422200,06000100000
1.790023,06001409800,06000100000
1.67345,06001432600,06000100000
3.0000001e-06,06013389200,06000100000
.0022549999,06001401300,06000100000
.74505103,06001406500,06000100000
.00085700001,06001405301,06000100000
8.1277256,06001442000,06000100000
1.025365,06001436800,06000100000
7.0000001e-06,06001402200,06000100000
1.682395,06001441602,06000100000
.39502999,06001423901,06000100000
.82860798,06001432700,06000100000
3.7576711,06001401700,06000100000
5.0539079,06001451501,06000100000
.00093099999,06013352102,06000100000
.00032600001,06013355117,06000100000
4.1383419e-07,06077003900,06000100000
.748649,06001423100,06000100000
.83135903,06001408500,06000100000
1.024277,06001440334,06000100000
25.476801,06001430101,06000100000
27.751539,06001440100,06000100000
3.1749041,06001433200,06000100000
4.4985561,06001409900,06000100000
.0020339999,06013355112,06000100000
.755418,06001423400,06000100000
1.106638,06001421300,06000100000
.010156,06013356002,06000100000
1.777944,06001450605,06000100000
1.0000000e-06,06013390200,06000100000
1.8560489,06001404300,06000100000
.588108,06001400500,06000100000
.644503,06001436200,06000100000
4.2920341,06001450743,06000100000
.003175,06001401800,06000100001
.43638301,06001402200,06000100001
.215405,06001981900,06000100001
.051614001,06001410500,06000100001
.00090099999,06001401700,06000100001
.296875,06001401700,06000100002
.084089004,06001402200,06000100002
.101863,06001410500,06000100002
.002605,06001981900,06000100002
.182164,06001401800,06000100002
.113356,06001401800,06000100003
.20902599,06001410500,06000100003
.144104,06001401700,06000100003
.124419,06001402200,06000100003
.057202999,06001402200,06000100004
.19373301,06001410500,06000100004
.44084799,06001401700,06000100004
.266287,06001425104,06000100005
.010655,06001402200,06000100005
.209197,06001401600,06000100005
1.082391,06001401700,06000100005
.15935899,06001401500,06000100005
.105967,06001410500,06000100005
.0042400002,06001425104,06000100006
.30768901,06001401500,06000100006
.0090770004,06001410500,06000100006
.58452398,06001401400,06000100006
.42687401,06001401600,06000100006
.119927,06001402700,06000100006
.032760002,06001401000,06000100006
.000079999998,06001401300,06000100006
.000099999997,06001402800,06000100006
.099581003,06001402400,06000100006
.007305,06001402700,06000100007
.121267,06001402800,06000100007
.209647,06001401100,06000100007
.146559,06001401200,06000100007
.17134701,06001401400,06000100007
.85329503,06001401300,06000100007
.028550001,06001402900,06000100007
.102053,06001403501,06000100007
.056697,06001401000,06000100007
.036357,06001410500,06000100008
.064690001,06001402600,06000100008
.23749501,06001402400,06000100008
.118209,06001402700,06000100008
.19650801,06001402500,06000100008
.128085,06001403100,06000100009
.237141,06001402800,06000100009
.095213003,06001402600,06000100009
.153329,06001402700,06000100009
.17455199,06001982000,06000100010
.000979,06001410500,06000100010
.00037299999,06001402500,06000100010
.0098019997,06001981900,06000100010
.038688,06001402600,06000100011
.015435,06001410500,06000100011
.16857301,06001402500,06000100011
.01074,06001982000,06000100011
.17844801,06001403100,06000100012
.001235,06001983200,06000100012
.120135,06001402600,06000100012
.001945,06001982000,06000100012
.114368,06001982000,06000100013
.17699599,06001983200,06000100013
.0021520001,06001403100,06000100013
.017442999,06001403100,06000100014
.26706901,06001403400,06000100014
.080514997,06001403300,06000100014
.26726899,06001402900,06000100014
.039845001,06001402800,06000100014
.15098099,06001403000,06000100014
.25571501,06001403300,06000100015
.000302,06001403100,06000100015
.23514199,06001983200,06000100015
.002114,06001403000,06000100015
.001471,06001983200,06000100016
.20019799,06001403000,06000100016
.020392001,06001403100,06000100016
.223554,06001403300,06000100016
.049095999,06001403400,06000100017
.390044,06001405200,06000100017
.25991699,06001406000,06000100017
.058768999,06001405401,06000100017
.044688001,06001405500,06000100017
.226896,06001405301,06000100017
.038327001,06001403300,06000100017
.191202,06001405302,06000100017
.13138001,06001405200,06000100018
.255162,06001405401,06000100018
.004832,06001405800,06000100018
.367033,06001405500,06000100018
.33181599,06001406000,06000100018
.001801,06001405700,06000100018
.38123599,06001405600,06000100018
.018213,06001405902,06000100018
.285368,06001405402,06000100018
.63264298,06001406000,06000100019
.070175998,06001406400,06000100019
.44019899,06001405700,06000100019
.51421899,06001405800,06000100019
.213623,06001406300,06000100019
.33767,06001406201,06000100019
.46906501,06001405902,06000100019
.452584,06001405901,06000100019
.112086,06001406100,06000100019
2.3336799,06075017902,06007500000
.0082440004,06075047901,06007500000
.014397,06075047901,06007500000
.133746,06075010100,06007500001
.053771,06075010400,06007500001
.103618,06075010500,06007500001
.058589,06075010400,06007500002
.111299,06075010500,06007500002
.054513,06075010500,06007500003
.031539999,06075010400,06007500003
.001528,06075010400,06007500004
.026923001,06075010600,06007500004
.011783,06075010500,06007500004
.038559999,06075010500,06007500005
.029883999,06075010500,06007500006
.029214,06075010600,06007500007
.001065,06075010500,06007500007
.000086,06075010500,06007500008
.02616,06075061100,06007500008
.0028870001,06075010600,06007500008
.0085840002,06075061100,06007500009
.066850998,06075010500,06007500009
.065191001,06075010500,06007500010
.042096999,06075061100,06007500010
.31727001,06075010100,06007500011
.0065609999,06075010100,06007500012
3.0000001e-06,06075010700,06007500012
.110292,06075010400,06007500012
.019540999,06075010700,06007500013
.028887,06075010400,06007500013
.014165,06075010600,06007500013
.025869999,06075010600,06007500014
.033824999,06075010400,06007500014
.025245,06075010600,06007500015
.0026479999,06075010700,06007500015
.001373,06075010400,06007500016
.029484,06075010600,06007500016
.055475,06075010700,06007500017
.0076509998,06075010600,06007500017
.013757,06075010800,06007500018
.044282999,06075010300,06007500018
.0053460002,06075010700,06007500018
.095399,06075010100,06007500019
.013161,06075010300,06007500019
.015716,06075010400,06007500019
.00015199999,06075010700,06007500019
.158667,06075010100,06007500020
.029874001,06075010800,06007500020
.000184,06075010400,06007500020
.200468,06075010300,06007500020
.25793701,06075010200,06007500021
.0061320001,06075010100,06007500021
.090357997,06075010900,06007500021
.00098400004,06075010800,06007500021
.01035,06075010300,06007500021
.043074001,06075010500,06007500022
.031629,06075011700,06007500022
.019502999,06075061100,06007500022
.00049300003,06075061500,06007500023
.087459996,06075010500,06007500023
.0095330002,06075011700,06007500023
.028506,06075061100,06007500024
.014523,06075011700,06007500024
.028860999,06075061100,06007500025
.015032,06075011700,06007500025
.000032,06075010400,06007500026
.0069610002,06075010700,06007500026
.022693999,06075010600,06007500026
.00062599999,06075010700,06007500027
.000363,06075010600,06007500027
.010934,06075061100,06007500027
.000108,06075010700,06007500028
.0025820001,06075061100,06007500028
.010798,06075061100,06007500029
.0046370002,06075061100,06007500030
.026701,06075010700,06007500031
.002723,06075010600,06007500031
8.0000000e-06,06075061100,06007500031
.0092559997,06075061100,06007500032
.00038099999,06075010700,06007500032
.0034060001,06075061100,06007500033
.000038999999,06075010700,06007500033
.0069340002,06075061100,06007500034
.007152,06075061100,06007500035
.031289998,06075010700,06007500036
.013594,06075010800,06007500037
.00062800001,06075061100,06007500037
.0027360001,06075010700,06007500037
.026954999,06075011300,06007500037
.028467,06075011300,06007500038
.014742,06075010800,06007500038
.00070999999,06075061100,06007500038
2.2569212e-07,06075011200,06007500038
.028248001,06075010800,06007500039
.031153999,06075010700,06007500039
.060734998,06075010800,06007500040
.000024000001,06075011200,06007500041
.059978999,06075010800,06007500041
.029691,06075011000,06007500042
.0019340001,06075010800,06007500042
.029712001,06075010900,06007500042
.059179001,06075011000,06007500043
.001708,06075010800,06007500043
.15004399,06075011700,06007500044
.0053739999,06075061500,06007500044
.000512,06075022600,06007500044
.00153,06075010500,06007500044
.031230999,06075011700,06007500045
.028209999,06075011700,06007500046
.001039,06075011800,06007500047
.014139,06075061100,06007500047
.012015,06075011800,06007500048
.00066000002,06075061100,06007500048
.00104,06075011800,06007500049
.013578,06075061100,06007500049
.01264,06075011800,06007500050
5.5576078e-07,06075011200,06007500051
.00053800002,06075011800,06007500051
.00071400002,06075061100,06007500051
.028557001,06075011300,06007500051
.013656,06075011800,06007500052
.00057199999,06075011700,06007500052
6.0000002e-06,06075061100,06007500052
.000015,06075011700,06007500053
.01415,06075011800,06007500053
.000201,06075011800,06007500054
.029823,06075011700,06007500054
.048831001,06075011200,06007500055
.00128,06075011800,06007500055
.047153,06075011902,06007500055
.014522,06075011901,06007500055
.016081,06075011300,06007500055
.001134,06075011700,06007500055
.041643001,06075011200,06007500056
.0018889999,06075011300,06007500056
.000474,06075010800,06007500056
.00034699999,06075011300,06007500057
.042041998,06075011200,06007500057
.028256999,06075011200,06007500058
.000042,06075010800,06007500058
.028999999,06075011000,06007500058
.026323,06075011100,06007500058
.016612999,06075011200,06007500059
.014906,06075011901,06007500059
.058598999,06075011100,06007500059
.048257001,06075010500,06007500060
.22693101,06075061500,06007500060
.161374,06075061500,06007500061
.086685002,06075061500,06007500062
.073014997,06075061500,06007500063
.016414,06075061500,06007500064
.021249,06075061500,06007500065
.016411001,06075061500,06007500066
.017844999,06075061500,06007500067
.015904,06075061500,06007500068
.036557,06075061500,06007500069
.018842001,06075061500,06007500070
.028992999,06075011700,06007500071
.031378999,06075011700,06007500072
.013299,06075011700,06007500073
.014321,06075011700,06007500074
.027479,06075011700,06007500075
.013591,06075011902,06007500076
.030502001,06075011700,06007500076
.002269,06075011700,06007500077
.033279002,06075012100,06007500077
.027781,06075012302,06007500077
.032308001,06075011902,06007500078
.001376,06075011700,06007500078
.040660001,06075012100,06007500078
.015842,06075011901,06007500078
.015853001,06075012000,06007500079
.033225998,06075012100,06007500079
.013332,06075012201,06007500080
.001023,06075012000,06007500080
.0024079999,06075012100,06007500080
.028596999,06075012302,06007500080
.017328,06075011100,06007500081
.030603999,06075012000,06007500081
.013279,06075012201,06007500081
.012453,06075012000,06007500082
.017022001,06075011901,06007500082
.013817,06075012100,06007500082
.016642001,06075011100,06007500082
.000159,06075012501,06007500083
.057445999,06075011700,06007500083
.00091499998,06075017601,06007500083
.034194998,06075011700,06007500084
.003878,06075061500,06007500084
.000047000001,06075017601,06007500084
.00077699998,06075012301,06007500085
.041311,06075012501,06007500085
.001932,06075017601,06007500085
.00053600001,06075012301,06007500086
.00083600002,06075011700,06007500086
.023375999,06075012501,06007500086
.001525,06075017601,06007500086
.0011399999,06075011700,06007500087
.017163999,06075012302,06007500087
.028599,06075012301,06007500087
.001051,06075012302,06007500088
.044937,06075012301,06007500088
.001057,06075011700,06007500088
.030091999,06075012501,06007500089
.029139001,06075012401,06007500089
.00033800001,06075012502,06007500089
.0020659999,06075012401,06007500090
.039071999,06075012501,06007500090
.0078919996,06075017601,06007500090
.096055001,06075012402,06007500090
.0022130001,06075012301,06007500091
.0025859999,06075012201,06007500091
.028835,06075012502,06007500091
.028903,06075012401,06007500091
.00083400001,06075012501,06007500091
.00077799999,06075012501,06007500092
.030354001,06075012401,06007500092
.032101002,06075012502,06007500092
.016927,06075012302,06007500093
.032161999,06075012201,06007500093
.015083,06075012301,06007500094
.001125,06075012302,06007500094
.029607,06075012201,06007500094
.178214,06075061500,06007500095
.15463901,06075061500,06007500096
.111893,06075061500,06007500097
.074848004,06075060700,06007500098
.162862,06075061500,06007500098
.00079700002,06075061500,06007500099
.020772001,06075018000,06007500099
.033419002,06075018000,06007500100
.00096700003,06075061500,06007500100
.028929999,06075018000,06007500101
.00148,06075061500,06007500102
.021757999,06075018000,06007500102
.0012150001,06075061500,06007500103
.194223,06075060700,06007500103
.048804,06075018000,06007500103
.11419,06075018000,06007500104
.052051999,06075018000,06007500105
.099160001,06075060700,06007500105
.057122,06075018000,06007500106
.143208,06075060700,06007500107
.048586,06075018000,06007500107
.053594001,06075018000,06007500108
.083929002,06075060700,06007500108
.058164001,06075018000,06007500109
2.0000000e-06,06075017802,06007500109
.052528001,06075018000,06007500110
8.0000000e-06,06075060700,06007500110
.036076002,06075061500,06007500111
.052621,06075061500,06007500112
.055626001,06075061500,06007500113
.014853,06075017801,06007500113
.00015399999,06075018000,06007500113
.036155999,06075061500,06007500114
.032887999,06075061500,06007500115
.017947,06075061500,06007500116
.035727002,06075061500,06007500117
.018012,06075061500,06007500118
.016054999,06075061500,06007500119
.01729,06075061500,06007500120
.001321,06075017801,06007500120
.017727001,06075017801,06007500121
.00099700002,06075061500,06007500121
.031968001,06075017801,06007500122
.0017500001,06075061500,06007500122
.0051779998,06075017801,06007500123
.031181,06075017801,06007500124
.00047900001,06075018000,06007500124
.00051699998,06075018000,06007500125
.000087,06075017802,06007500125
.054627001,06075017801,06007500125
.053583998,06075017801,06007500126
.016989,06075017601,06007500127
.001039,06075061500,06007500127
.001793,06075061500,06007500128
.0024929999,06075017801,06007500128
.033177,06075017601,06007500128
.002201,06075061500,06007500129
.037108999,06075017601,06007500129
.001129,06075061500,06007500130
